season,homeTeam,awayTeam,winnerName,loserName,matchScore,goalsHome,goalsAway,matchDuration
2021,Leicester City FC,Arsenal FC,Arsenal FC,Leicester City FC,AWAY_TEAM,0.0,2.0,REGULAR
2021,Watford FC,Southampton FC,Southampton FC,Watford FC,AWAY_TEAM,0.0,1.0,REGULAR
2021,Newcastle United FC,Chelsea FC,Chelsea FC,Newcastle United FC,AWAY_TEAM,0.0,3.0,REGULAR
2021,Manchester City FC,Crystal Palace FC,Crystal Palace FC,Manchester City FC,AWAY_TEAM,0.0,2.0,REGULAR
2021,Liverpool FC,Brighton & Hove Albion FC,Draw,Draw,DRAW,2.0,2.0,REGULAR
2021,Burnley FC,Brentford FC,Burnley FC,Brentford FC,HOME_TEAM,3.0,1.0,REGULAR
2021,Tottenham Hotspur FC,Manchester United FC,Manchester United FC,Tottenham Hotspur FC,AWAY_TEAM,0.0,3.0,REGULAR
2021,Norwich City FC,Leeds United FC,Leeds United FC,Norwich City FC,AWAY_TEAM,1.0,2.0,REGULAR
2021,Aston Villa FC,West Ham United FC,West Ham United FC,Aston Villa FC,AWAY_TEAM,1.0,4.0,REGULAR
2021,Wolverhampton Wanderers FC,Everton FC,Wolverhampton Wanderers FC,Everton FC,HOME_TEAM,2.0,1.0,REGULAR
2021,Southampton FC,Aston Villa FC,Southampton FC,Aston Villa FC,HOME_TEAM,1.0,0.0,REGULAR
2021,Manchester United FC,Manchester City FC,Manchester City FC,Manchester United FC,AWAY_TEAM,0.0,2.0,REGULAR
2021,Crystal Palace FC,Wolverhampton Wanderers FC,Crystal Palace FC,Wolverhampton Wanderers FC,HOME_TEAM,2.0,0.0,REGULAR
2021,Chelsea FC,Burnley FC,Draw,Draw,DRAW,1.0,1.0,REGULAR
2021,Brentford FC,Norwich City FC,Norwich City FC,Brentford FC,AWAY_TEAM,1.0,2.0,REGULAR
2021,Brighton & Hove Albion FC,Newcastle United FC,Draw,Draw,DRAW,1.0,1.0,REGULAR
2021,Leeds United FC,Leicester City FC,Draw,Draw,DRAW,1.0,1.0,REGULAR
2021,Everton FC,Tottenham Hotspur FC,Draw,Draw,DRAW,0.0,0.0,REGULAR
2021,Arsenal FC,Watford FC,Arsenal FC,Watford FC,HOME_TEAM,1.0,0.0,REGULAR
2021,West Ham United FC,Liverpool FC,West Ham United FC,Liverpool FC,HOME_TEAM,3.0,2.0,REGULAR
2021,Leicester City FC,Chelsea FC,Chelsea FC,Leicester City FC,AWAY_TEAM,0.0,3.0,REGULAR
2021,Wolverhampton Wanderers FC,West Ham United FC,Wolverhampton Wanderers FC,West Ham United FC,HOME_TEAM,1.0,0.0,REGULAR
2021,Watford FC,Manchester United FC,Watford FC,Manchester United FC,HOME_TEAM,4.0,1.0,REGULAR
2021,Norwich City FC,Southampton FC,Norwich City FC,Southampton FC,HOME_TEAM,2.0,1.0,REGULAR
2021,Newcastle United FC,Brentford FC,Draw,Draw,DRAW,3.0,3.0,REGULAR
2021,Burnley FC,Crystal Palace FC,Draw,Draw,DRAW,3.0,3.0,REGULAR
2021,Aston Villa FC,Brighton & Hove Albion FC,Aston Villa FC,Brighton & Hove Albion FC,HOME_TEAM,2.0,0.0,REGULAR
2021,Liverpool FC,Arsenal FC,Liverpool FC,Arsenal FC,HOME_TEAM,4.0,0.0,REGULAR
2021,Manchester City FC,Everton FC,Manchester City FC,Everton FC,HOME_TEAM,3.0,0.0,REGULAR
2021,Tottenham Hotspur FC,Leeds United FC,Tottenham Hotspur FC,Leeds United FC,HOME_TEAM,2.0,1.0,REGULAR
2021,Arsenal FC,Newcastle United FC,Arsenal FC,Newcastle United FC,HOME_TEAM,2.0,0.0,REGULAR
2021,Norwich City FC,Wolverhampton Wanderers FC,Draw,Draw,DRAW,0.0,0.0,REGULAR
2021,Liverpool FC,Southampton FC,Liverpool FC,Southampton FC,HOME_TEAM,4.0,0.0,REGULAR
2021,Crystal Palace FC,Aston Villa FC,Aston Villa FC,Crystal Palace FC,AWAY_TEAM,1.0,2.0,REGULAR
2021,Brighton & Hove Albion FC,Leeds United FC,Draw,Draw,DRAW,0.0,0.0,REGULAR
2021,Manchester City FC,West Ham United FC,Manchester City FC,West Ham United FC,HOME_TEAM,2.0,1.0,REGULAR
2021,Leicester City FC,Watford FC,Leicester City FC,Watford FC,HOME_TEAM,4.0,2.0,REGULAR
2021,Brentford FC,Everton FC,Brentford FC,Everton FC,HOME_TEAM,1.0,0.0,REGULAR
2021,Chelsea FC,Manchester United FC,Draw,Draw,DRAW,1.0,1.0,REGULAR
2021,Newcastle United FC,Norwich City FC,Draw,Draw,DRAW,1.0,1.0,REGULAR
2021,Leeds United FC,Crystal Palace FC,Leeds United FC,Crystal Palace FC,HOME_TEAM,1.0,0.0,REGULAR
2021,Southampton FC,Leicester City FC,Draw,Draw,DRAW,2.0,2.0,REGULAR
2021,Wolverhampton Wanderers FC,Burnley FC,Draw,Draw,DRAW,0.0,0.0,REGULAR
2021,West Ham United FC,Brighton & Hove Albion FC,Draw,Draw,DRAW,1.0,1.0,REGULAR
2021,Watford FC,Chelsea FC,Chelsea FC,Watford FC,AWAY_TEAM,1.0,2.0,REGULAR
2021,Everton FC,Liverpool FC,Liverpool FC,Everton FC,AWAY_TEAM,1.0,4.0,REGULAR
2021,Aston Villa FC,Manchester City FC,Manchester City FC,Aston Villa FC,AWAY_TEAM,1.0,2.0,REGULAR
2021,Tottenham Hotspur FC,Brentford FC,Tottenham Hotspur FC,Brentford FC,HOME_TEAM,2.0,0.0,REGULAR
2021,Manchester United FC,Arsenal FC,Manchester United FC,Arsenal FC,HOME_TEAM,3.0,2.0,REGULAR
2021,West Ham United FC,Chelsea FC,West Ham United FC,Chelsea FC,HOME_TEAM,3.0,2.0,REGULAR
2021,Wolverhampton Wanderers FC,Liverpool FC,Liverpool FC,Wolverhampton Wanderers FC,AWAY_TEAM,0.0,1.0,REGULAR
2021,Southampton FC,Brighton & Hove Albion FC,Draw,Draw,DRAW,1.0,1.0,REGULAR
2021,Newcastle United FC,Burnley FC,Newcastle United FC,Burnley FC,HOME_TEAM,1.0,0.0,REGULAR
2021,Watford FC,Manchester City FC,Manchester City FC,Watford FC,AWAY_TEAM,1.0,3.0,REGULAR
2021,Tottenham Hotspur FC,Norwich City FC,Tottenham Hotspur FC,Norwich City FC,HOME_TEAM,3.0,0.0,REGULAR
2021,Manchester United FC,Crystal Palace FC,Manchester United FC,Crystal Palace FC,HOME_TEAM,1.0,0.0,REGULAR
2021,Leeds United FC,Brentford FC,Draw,Draw,DRAW,2.0,2.0,REGULAR
2021,Aston Villa FC,Leicester City FC,Aston Villa FC,Leicester City FC,HOME_TEAM,2.0,1.0,REGULAR
2021,Everton FC,Arsenal FC,Everton FC,Arsenal FC,HOME_TEAM,2.0,1.0,REGULAR
2021,Brentford FC,Watford FC,Brentford FC,Watford FC,HOME_TEAM,2.0,1.0,REGULAR
2021,Manchester City FC,Wolverhampton Wanderers FC,Manchester City FC,Wolverhampton Wanderers FC,HOME_TEAM,1.0,0.0,REGULAR
2021,Liverpool FC,Aston Villa FC,Liverpool FC,Aston Villa FC,HOME_TEAM,1.0,0.0,REGULAR
2021,Chelsea FC,Leeds United FC,Chelsea FC,Leeds United FC,HOME_TEAM,3.0,2.0,REGULAR
2021,Arsenal FC,Southampton FC,Arsenal FC,Southampton FC,HOME_TEAM,3.0,0.0,REGULAR
2021,Norwich City FC,Manchester United FC,Manchester United FC,Norwich City FC,AWAY_TEAM,0.0,1.0,REGULAR
2021,Leicester City FC,Newcastle United FC,Leicester City FC,Newcastle United FC,HOME_TEAM,4.0,0.0,REGULAR
2021,Burnley FC,West Ham United FC,Draw,Draw,DRAW,0.0,0.0,REGULAR
2021,Crystal Palace FC,Everton FC,Crystal Palace FC,Everton FC,HOME_TEAM,3.0,1.0,REGULAR
2021,Norwich City FC,Aston Villa FC,Aston Villa FC,Norwich City FC,AWAY_TEAM,0.0,2.0,REGULAR
2021,Manchester City FC,Leeds United FC,Manchester City FC,Leeds United FC,HOME_TEAM,7.0,0.0,REGULAR
2021,Crystal Palace FC,Southampton FC,Draw,Draw,DRAW,2.0,2.0,REGULAR
2021,Brighton & Hove Albion FC,Wolverhampton Wanderers FC,Wolverhampton Wanderers FC,Brighton & Hove Albion FC,AWAY_TEAM,0.0,1.0,REGULAR
2021,Arsenal FC,West Ham United FC,Arsenal FC,West Ham United FC,HOME_TEAM,2.0,0.0,REGULAR
2021,Chelsea FC,Everton FC,Draw,Draw,DRAW,1.0,1.0,REGULAR
2021,Liverpool FC,Newcastle United FC,Liverpool FC,Newcastle United FC,HOME_TEAM,3.0,1.0,REGULAR
2021,Leeds United FC,Arsenal FC,Arsenal FC,Leeds United FC,AWAY_TEAM,1.0,4.0,REGULAR
2021,Wolverhampton Wanderers FC,Chelsea FC,Draw,Draw,DRAW,0.0,0.0,REGULAR
2021,Newcastle United FC,Manchester City FC,Manchester City FC,Newcastle United FC,AWAY_TEAM,0.0,4.0,REGULAR
2021,Tottenham Hotspur FC,Liverpool FC,Draw,Draw,DRAW,2.0,2.0,REGULAR
2021,West Ham United FC,Southampton FC,Southampton FC,West Ham United FC,AWAY_TEAM,2.0,3.0,REGULAR
2021,Tottenham Hotspur FC,Crystal Palace FC,Tottenham Hotspur FC,Crystal Palace FC,HOME_TEAM,3.0,0.0,REGULAR
2021,Norwich City FC,Arsenal FC,Arsenal FC,Norwich City FC,AWAY_TEAM,0.0,5.0,REGULAR
2021,Manchester City FC,Leicester City FC,Manchester City FC,Leicester City FC,HOME_TEAM,6.0,3.0,REGULAR
2021,Aston Villa FC,Chelsea FC,Chelsea FC,Aston Villa FC,AWAY_TEAM,1.0,3.0,REGULAR
2021,Brighton & Hove Albion FC,Brentford FC,Brighton & Hove Albion FC,Brentford FC,HOME_TEAM,2.0,0.0,REGULAR
2021,Newcastle United FC,Manchester United FC,Draw,Draw,DRAW,1.0,1.0,REGULAR
2021,Crystal Palace FC,Norwich City FC,Crystal Palace FC,Norwich City FC,HOME_TEAM,3.0,0.0,REGULAR
2021,Watford FC,West Ham United FC,West Ham United FC,Watford FC,AWAY_TEAM,1.0,4.0,REGULAR
2021,Southampton FC,Tottenham Hotspur FC,Draw,Draw,DRAW,1.0,1.0,REGULAR
2021,Leicester City FC,Liverpool FC,Leicester City FC,Liverpool FC,HOME_TEAM,1.0,0.0,REGULAR
2021,Chelsea FC,Brighton & Hove Albion FC,Draw,Draw,DRAW,1.0,1.0,REGULAR
2021,Brentford FC,Manchester City FC,Manchester City FC,Brentford FC,AWAY_TEAM,0.0,1.0,REGULAR
2021,Manchester United FC,Burnley FC,Manchester United FC,Burnley FC,HOME_TEAM,3.0,1.0,REGULAR
2021,Arsenal FC,Manchester City FC,Manchester City FC,Arsenal FC,AWAY_TEAM,1.0,2.0,REGULAR
2021,Watford FC,Tottenham Hotspur FC,Tottenham Hotspur FC,Watford FC,AWAY_TEAM,0.0,1.0,REGULAR
2021,Crystal Palace FC,West Ham United FC,West Ham United FC,Crystal Palace FC,AWAY_TEAM,2.0,3.0,REGULAR
2021,Leeds United FC,Burnley FC,Leeds United FC,Burnley FC,HOME_TEAM,3.0,1.0,REGULAR
2021,Everton FC,Brighton & Hove Albion FC,Brighton & Hove Albion FC,Everton FC,AWAY_TEAM,2.0,3.0,REGULAR
2021,Brentford FC,Aston Villa FC,Brentford FC,Aston Villa FC,HOME_TEAM,2.0,1.0,REGULAR
2021,Chelsea FC,Liverpool FC,Draw,Draw,DRAW,2.0,2.0,REGULAR
2021,Manchester United FC,Wolverhampton Wanderers FC,Wolverhampton Wanderers FC,Manchester United FC,AWAY_TEAM,0.0,1.0,REGULAR
2021,Southampton FC,Brentford FC,Southampton FC,Brentford FC,HOME_TEAM,4.0,1.0,REGULAR
2021,West Ham United FC,Norwich City FC,West Ham United FC,Norwich City FC,HOME_TEAM,2.0,0.0,REGULAR
2021,Brighton & Hove Albion FC,Crystal Palace FC,Draw,Draw,DRAW,1.0,1.0,REGULAR
2021,Manchester City FC,Chelsea FC,Manchester City FC,Chelsea FC,HOME_TEAM,1.0,0.0,REGULAR
2021,Wolverhampton Wanderers FC,Southampton FC,Wolverhampton Wanderers FC,Southampton FC,HOME_TEAM,3.0,1.0,REGULAR
2021,Norwich City FC,Everton FC,Norwich City FC,Everton FC,HOME_TEAM,2.0,1.0,REGULAR
2021,Newcastle United FC,Watford FC,Draw,Draw,DRAW,1.0,1.0,REGULAR
2021,Aston Villa FC,Manchester United FC,Draw,Draw,DRAW,2.0,2.0,REGULAR
2021,West Ham United FC,Leeds United FC,Leeds United FC,West Ham United FC,AWAY_TEAM,2.0,3.0,REGULAR
2021,Liverpool FC,Brentford FC,Liverpool FC,Brentford FC,HOME_TEAM,3.0,0.0,REGULAR
2021,Brighton & Hove Albion FC,Chelsea FC,Draw,Draw,DRAW,1.0,1.0,REGULAR
2021,Leicester City FC,Tottenham Hotspur FC,Tottenham Hotspur FC,Leicester City FC,AWAY_TEAM,2.0,3.0,REGULAR
2021,Brentford FC,Manchester United FC,Manchester United FC,Brentford FC,AWAY_TEAM,1.0,3.0,REGULAR
2021,Watford FC,Norwich City FC,Norwich City FC,Watford FC,AWAY_TEAM,0.0,3.0,REGULAR
2021,Everton FC,Aston Villa FC,Aston Villa FC,Everton FC,AWAY_TEAM,0.0,1.0,REGULAR
2021,Manchester United FC,West Ham United FC,Manchester United FC,West Ham United FC,HOME_TEAM,1.0,0.0,REGULAR
2021,Leeds United FC,Newcastle United FC,Newcastle United FC,Leeds United FC,AWAY_TEAM,0.0,1.0,REGULAR
2021,Brentford FC,Wolverhampton Wanderers FC,Wolverhampton Wanderers FC,Brentford FC,AWAY_TEAM,1.0,2.0,REGULAR
2021,Southampton FC,Manchester City FC,Draw,Draw,DRAW,1.0,1.0,REGULAR
2021,Leicester City FC,Brighton & Hove Albion FC,Draw,Draw,DRAW,1.0,1.0,REGULAR
2021,Crystal Palace FC,Liverpool FC,Liverpool FC,Crystal Palace FC,AWAY_TEAM,1.0,3.0,REGULAR
2021,Arsenal FC,Burnley FC,Draw,Draw,DRAW,0.0,0.0,REGULAR
2021,Chelsea FC,Tottenham Hotspur FC,Chelsea FC,Tottenham Hotspur FC,HOME_TEAM,2.0,0.0,REGULAR
2021,Burnley FC,Watford FC,Draw,Draw,DRAW,0.0,0.0,REGULAR
2021,Newcastle United FC,Everton FC,Newcastle United FC,Everton FC,HOME_TEAM,3.0,1.0,REGULAR
2021,West Ham United FC,Watford FC,West Ham United FC,Watford FC,HOME_TEAM,1.0,0.0,REGULAR
2021,Burnley FC,Manchester United FC,Draw,Draw,DRAW,1.0,1.0,REGULAR
2021,Manchester City FC,Brentford FC,Manchester City FC,Brentford FC,HOME_TEAM,2.0,0.0,REGULAR
2021,Tottenham Hotspur FC,Southampton FC,Southampton FC,Tottenham Hotspur FC,AWAY_TEAM,2.0,3.0,REGULAR
2021,Norwich City FC,Crystal Palace FC,Draw,Draw,DRAW,1.0,1.0,REGULAR
2021,Aston Villa FC,Leeds United FC,Draw,Draw,DRAW,3.0,3.0,REGULAR
2021,Liverpool FC,Leicester City FC,Liverpool FC,Leicester City FC,HOME_TEAM,2.0,0.0,REGULAR
2021,Wolverhampton Wanderers FC,Arsenal FC,Arsenal FC,Wolverhampton Wanderers FC,AWAY_TEAM,0.0,1.0,REGULAR
2021,Manchester United FC,Southampton FC,Draw,Draw,DRAW,1.0,1.0,REGULAR
2021,Watford FC,Brighton & Hove Albion FC,Brighton & Hove Albion FC,Watford FC,AWAY_TEAM,0.0,2.0,REGULAR
2021,Everton FC,Leeds United FC,Everton FC,Leeds United FC,HOME_TEAM,3.0,0.0,REGULAR
2021,Brentford FC,Crystal Palace FC,Draw,Draw,DRAW,0.0,0.0,REGULAR
2021,Norwich City FC,Manchester City FC,Manchester City FC,Norwich City FC,AWAY_TEAM,0.0,4.0,REGULAR
2021,Tottenham Hotspur FC,Wolverhampton Wanderers FC,Wolverhampton Wanderers FC,Tottenham Hotspur FC,AWAY_TEAM,0.0,2.0,REGULAR
2021,Newcastle United FC,Aston Villa FC,Newcastle United FC,Aston Villa FC,HOME_TEAM,1.0,0.0,REGULAR
2021,Burnley FC,Liverpool FC,Liverpool FC,Burnley FC,AWAY_TEAM,0.0,1.0,REGULAR
2021,Leicester City FC,West Ham United FC,Draw,Draw,DRAW,2.0,2.0,REGULAR
2021,Manchester United FC,Brighton & Hove Albion FC,Manchester United FC,Brighton & Hove Albion FC,HOME_TEAM,2.0,0.0,REGULAR
2021,West Ham United FC,Newcastle United FC,Draw,Draw,DRAW,1.0,1.0,REGULAR
2021,Southampton FC,Everton FC,Southampton FC,Everton FC,HOME_TEAM,2.0,0.0,REGULAR
2021,Liverpool FC,Norwich City FC,Liverpool FC,Norwich City FC,HOME_TEAM,3.0,1.0,REGULAR
2021,Crystal Palace FC,Chelsea FC,Chelsea FC,Crystal Palace FC,AWAY_TEAM,0.0,1.0,REGULAR
2021,Brighton & Hove Albion FC,Burnley FC,Burnley FC,Brighton & Hove Albion FC,AWAY_TEAM,0.0,3.0,REGULAR
2021,Aston Villa FC,Watford FC,Watford FC,Aston Villa FC,AWAY_TEAM,0.0,1.0,REGULAR
2021,Arsenal FC,Brentford FC,Arsenal FC,Brentford FC,HOME_TEAM,2.0,1.0,REGULAR
2021,Manchester City FC,Tottenham Hotspur FC,Tottenham Hotspur FC,Manchester City FC,AWAY_TEAM,2.0,3.0,REGULAR
2021,Leeds United FC,Manchester United FC,Manchester United FC,Leeds United FC,AWAY_TEAM,2.0,4.0,REGULAR
